Performance Recorder: RTAR_1DOP_Detailed_RandPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
47     6.5865       35.567       8.5968        3.8044       7.354e+05    11.767           8.054e+04   1.2887      1.911e+05   3.0581      0.057514      
48     6.7028       35.823       9.7259        3.8911       7.369e+05    11.79            8.054e+04   1.2887      1.912e+05   3.0595      0.057514      
49     6.7233       35.807       8.6493        3.9019       7.343e+05    11.748           8.054e+04   1.2887      1.903e+05   3.0446      0.057514      
50     6.7701       35.553       8.9511        3.9292       7.343e+05    11.749           8.054e+04   1.2887      1.870e+05   2.9923      0.057514      
51     6.6773       35.745       8.0252        3.8754       7.345e+05    11.751           8.054e+04   1.2887      1.865e+05   2.9838      0.057514      
52     6.6914       35.757       9.6634        3.9311       7.339e+05    11.743           8.054e+04   1.2887      1.877e+05   3.0037      0.057514      
53     6.7978       35.412       9.1062        3.8683       7.351e+05    11.762           8.054e+04   1.2887      1.931e+05   3.0901      0.057514      
54     6.7511       35.756       9.4637        3.8466       7.321e+05    11.713           8.054e+04   1.2887      1.842e+05   2.9479      0.057514      
55     6.6411       36.044       9.5755        3.7221       7.341e+05    11.746           8.054e+04   1.2887      1.926e+05   3.0818      0.057514      
56     6.7078       35.223       7.7753        3.767        7.338e+05    11.74            8.054e+04   1.2887      1.903e+05   3.0447      0.057514      
57     6.6439       35.52        8.8952        3.9656       7.342e+05    11.748           8.054e+04   1.2887      1.880e+05   3.0072      0.057514      
58     6.7058       35.944       8.2713        3.6811       7.331e+05    11.729           8.054e+04   1.2887      1.937e+05   3.0996      0.057514      
59     6.6217       35.554       8.167         3.9719       7.354e+05    11.767           8.054e+04   1.2887      1.850e+05   2.9607      0.057514      
60     6.7119       35.616       7.899         3.935        7.355e+05    11.768           8.054e+04   1.2887      1.804e+05   2.8859      0.057514      
61     6.7517       35.708       9.1768        3.9292       7.344e+05    11.751           8.054e+04   1.2887      1.841e+05   2.9457      0.057514      
62     6.6914       35.393       7.683         4.0196       7.357e+05    11.771           8.054e+04   1.2887      1.868e+05   2.9889      0.057514      
63     6.8222       35.404       9.3076        4.0731       7.345e+05    11.751           8.059e+04   1.2894      1.912e+05   3.0587      0.057514      
