Performance Recorder: 
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | 
51     19.861       127.52       0.000261     3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
52     19.991       127.53       0.000381     3.278e+06    26.223           0.000e+00   0               0.000e+00   0           0.000e+00   0           
53     19.889       127.52       0.00024      3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
54     19.929       127.52       0.000361     3.276e+06    26.207           0.000e+00   0               0.000e+00   0           0.000e+00   0           
55     19.847       127.54       0.000241     3.278e+06    26.225           0.000e+00   0               0.000e+00   0           0.000e+00   0           
56     19.937       127.56       3.4853       3.278e+06    26.222           8.822e+05   7.0575          5.530e+02   0.004424    1.095e+05   0.87626     
57     19.83        127.53       0.000772     3.279e+06    26.229           0.000e+00   0               0.000e+00   0           0.000e+00   0           
58     19.872       127.55       0.00036      3.277e+06    26.22            0.000e+00   0               0.000e+00   0           0.000e+00   0           
59     19.896       127.54       0.000241     3.276e+06    26.204           0.000e+00   0               0.000e+00   0           0.000e+00   0           
60     19.842       127.54       0.00027      3.273e+06    26.187           0.000e+00   0               0.000e+00   0           0.000e+00   0           
61     19.834       127.52       0.00023      3.278e+06    26.223           0.000e+00   0               0.000e+00   0           0.000e+00   0           
62     19.881       127.54       0.00035      3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
63     19.859       127.56       0.00025      3.275e+06    26.203           0.000e+00   0               0.000e+00   0           0.000e+00   0           
