Performance Recorder: 
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | 
47     46.864       981.71       0.000471     3.278e+06    26.227           0.000e+00   0               0.000e+00   0           0.000e+00   0           
48     46.862       981.73       2542.4       3.276e+06    26.21            2.097e+08   1677.6          3.023e+06   24.186      3.145e+06   25.161      
49     46.863       981.7        0.000411     3.274e+06    26.19            0.000e+00   0               0.000e+00   0           0.000e+00   0           
50     46.863       981.68       0.000421     3.275e+06    26.199           0.000e+00   0               0.000e+00   0           0.000e+00   0           
51     46.862       981.71       0.00041      3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
52     46.863       981.71       0.000411     3.278e+06    26.223           0.000e+00   0               0.000e+00   0           0.000e+00   0           
53     46.863       981.68       0.000491     3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
54     46.864       981.67       0.00041      3.276e+06    26.207           0.000e+00   0               0.000e+00   0           0.000e+00   0           
55     46.863       981.7        0.000411     3.278e+06    26.225           0.000e+00   0               0.000e+00   0           0.000e+00   0           
56     46.86        981.75       2398.5       3.278e+06    26.222           2.097e+08   1677.6          3.032e+06   24.259      3.145e+06   25.161      
57     46.861       981.69       0.000481     3.279e+06    26.229           0.000e+00   0               0.000e+00   0           0.000e+00   0           
58     46.862       981.69       0.000381     3.277e+06    26.22            0.000e+00   0               0.000e+00   0           0.000e+00   0           
59     46.862       981.7        0.000581     3.276e+06    26.204           0.000e+00   0               0.000e+00   0           0.000e+00   0           
60     46.863       981.69       0.000441     3.273e+06    26.187           0.000e+00   0               0.000e+00   0           0.000e+00   0           
61     46.863       981.7        0.000491     3.278e+06    26.223           0.000e+00   0               0.000e+00   0           0.000e+00   0           
62     46.863       981.68       0.000441     3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
63     46.863       981.72       0.00044      3.275e+06    26.203           0.000e+00   0               0.000e+00   0           0.000e+00   0           
