Performance Recorder: RTAR_1DOP_Detailed_RandPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
44     3.8714       6.3212       0.51764       0.77554      1.604e+05    2.5657           3.152e+04   0.50429     2.349e+03   0.037584    0.012133      
45     3.886        6.0843       0.56723       0.81961      1.601e+05    2.562            3.152e+04   0.50429     2.322e+03   0.037152    0.012133      
46     3.8729       6.1812       0.53977       0.79008      1.604e+05    2.5665           3.152e+04   0.50429     2.371e+03   0.037936    0.012133      
47     3.7807       6.3003       0.55897       0.80557      1.600e+05    2.5597           3.152e+04   0.50429     2.316e+03   0.037056    0.012133      
48     3.8011       6.1729       0.58313       0.82306      1.603e+05    2.5647           3.152e+04   0.50429     2.341e+03   0.037456    0.012133      
49     3.9485       6.0718       0.58371       0.81824      1.608e+05    2.5721           3.152e+04   0.50429     2.347e+03   0.037552    0.012133      
50     3.8209       6.2817       0.61464       0.81118      1.604e+05    2.5665           3.152e+04   0.50429     2.435e+03   0.03896     0.012133      
51     3.8985       6.0738       0.52588       0.77018      1.602e+05    2.5624           3.152e+04   0.50429     2.369e+03   0.037904    0.012133      
52     3.9051       6.0225       0.5971        0.82946      1.609e+05    2.5739           3.152e+04   0.50429     2.361e+03   0.037776    0.012133      
53     3.9933       6.2292       0.60841       0.80134      1.607e+05    2.5711           3.152e+04   0.50429     2.477e+03   0.039632    0.012133      
54     3.91         6.0638       0.59141       0.82293      1.602e+05    2.5639           3.152e+04   0.50429     2.360e+03   0.03776     0.012133      
55     3.8375       6.2535       0.54478       0.83973      1.606e+05    2.5689           3.152e+04   0.50429     2.316e+03   0.037056    0.012133      
56     3.866        5.9575       0.618         0.91658      1.604e+05    2.5659           3.152e+04   0.50429     2.424e+03   0.038784    0.012133      
57     3.7984       6.2914       0.58339       0.81226      1.602e+05    2.564            3.152e+04   0.50429     2.366e+03   0.037856    0.012133      
58     3.849        6.0555       0.60158       0.83616      1.605e+05    2.5678           3.152e+04   0.50429     2.389e+03   0.038224    0.012133      
59     3.7539       6.5119       0.55008       0.76039      1.607e+05    2.5712           3.152e+04   0.50429     2.369e+03   0.037904    0.012133      
60     3.8537       6.2699       0.57049       0.80926      1.605e+05    2.5673           3.152e+04   0.50429     2.381e+03   0.038096    0.012133      
61     3.763        6.1712       0.59453       0.8098       1.609e+05    2.5748           3.152e+04   0.50429     2.429e+03   0.038864    0.012133      
62     3.8099       6.1749       0.58177       0.83082      1.607e+05    2.5706           3.152e+04   0.50429     2.380e+03   0.03808     0.012133      
63     4.0217       5.9402       0.72643       0.83088      1.601e+05    2.5614           3.154e+04   0.50456     3.033e+03   0.048528    0.012133      
