Performance Recorder: RTAR_1DOP_Detailed_GPPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
28     9.4217       5.5817       0.75661       2.8349       7.317e+05    11.707           1.342e+05   2.1472      5.714e+04   0.91416     0.019875      
29     9.0553       6.1357       0.66566       2.7178       7.358e+05    11.772           1.363e+05   2.1806      5.722e+04   0.91558     0.019875      
30     9.052        6.3942       0.77666       2.4795       6.931e+05    11.09            1.304e+05   2.0856      5.695e+04   0.91123     0.019875      
31     9.1506       6.2136       0.7452        2.4907       6.851e+05    10.962           1.265e+05   2.0244      5.725e+04   0.91605     0.019875      
32     8.6808       7.2243       0.82811       1.9096       4.805e+05    7.6886           8.713e+04   1.394       5.697e+04   0.91146     0.019875      
33     9.115        6.1314       0.73676       2.6949       7.213e+05    11.54            1.346e+05   2.154       5.714e+04   0.91416     0.019875      
34     8.9424       6.3129       0.71502       2.4817       6.298e+05    10.076           1.164e+05   1.8627      5.677e+04   0.90834     0.019875      
35     8.9729       6.2617       0.78115       2.6246       7.325e+05    11.72            1.348e+05   2.156       5.705e+04   0.91283     0.019875      
36     8.9985       5.9696       0.75878       2.771        7.352e+05    11.763           1.364e+05   2.1819      5.679e+04   0.90867     0.019875      
37     9.0753       6.066        0.79064       2.6839       7.416e+05    11.865           1.371e+05   2.1931      5.685e+04   0.90962     0.019875      
38     8.9143       6.4767       0.79729       2.468        6.541e+05    10.466           1.208e+05   1.9331      5.734e+04   0.91752     0.019875      
39     9.0622       5.9494       0.80415       2.7756       7.356e+05    11.769           1.366e+05   2.185       5.661e+04   0.90574     0.019875      
40     9.1821       5.8756       0.69652       2.7732       7.187e+05    11.499           1.303e+05   2.0844      5.737e+04   0.91798     0.019875      
41     9.0156       6.0294       0.78594       2.7458       7.277e+05    11.644           1.325e+05   2.1207      5.742e+04   0.91875     0.019875      
42     8.9396       6.4338       0.90519       2.411        6.797e+05    10.875           1.246e+05   1.9932      5.691e+04   0.91062     0.019875      
43     9.0479       6.0906       0.76279       2.7102       7.237e+05    11.579           1.332e+05   2.1317      5.672e+04   0.9075      0.019875      
44     9.254        5.8531       0.80297       2.7201       6.887e+05    11.019           1.265e+05   2.0243      5.714e+04   0.91421     0.019875      
45     9.2091       5.9067       0.78739       2.6355       7.298e+05    11.676           1.340e+05   2.1436      5.736e+04   0.91768     0.019875      
46     9.2014       6.0313       0.72683       2.6269       7.124e+05    11.398           1.298e+05   2.0769      5.713e+04   0.91406     0.019875      
47     9.2791       5.7809       0.79459       2.7474       7.241e+05    11.585           1.314e+05   2.1024      5.725e+04   0.916       0.019875      
48     9.0099       5.9374       0.6781        2.9164       7.121e+05    11.394           1.326e+05   2.1215      5.724e+04   0.91578     0.019875      
49     9.0957       5.9877       0.72187       2.9039       7.365e+05    11.785           1.366e+05   2.186       5.687e+04   0.90995     0.019875      
50     8.9988       6.4512       0.81174       2.3688       6.272e+05    10.035           1.156e+05   1.8488      5.709e+04   0.91342     0.019875      
51     8.9911       6.266        0.64346       2.5608       7.359e+05    11.774           1.356e+05   2.17        5.698e+04   0.91165     0.019875      
52     8.9898       6.158        0.67815       2.6017       6.764e+05    10.823           1.240e+05   1.9842      5.704e+04   0.91259     0.019875      
53     8.9216       6.3344       0.69862       2.516        7.027e+05    11.244           1.280e+05   2.0481      5.725e+04   0.91597     0.019875      
54     9.15         6.0876       0.70441       2.7538       7.177e+05    11.484           1.312e+05   2.0988      5.700e+04   0.91206     0.019875      
55     9.096        6.246        0.78021       2.5144       6.747e+05    10.795           1.229e+05   1.9657      5.732e+04   0.91715     0.019875      
56     9.015        6.1829       0.72402       2.6046       6.721e+05    10.753           1.245e+05   1.9914      5.694e+04   0.91104     0.019875      
57     9.0139       6.0679       0.78898       2.7315       7.317e+05    11.707           1.355e+05   2.1684      5.719e+04   0.91499     0.019875      
58     8.9581       6.0878       0.72822       2.8137       7.315e+05    11.704           1.360e+05   2.176       5.688e+04   0.91002     0.019875      
59     8.9904       6.2398       0.75301       2.5916       7.200e+05    11.519           1.319e+05   2.1104      5.712e+04   0.91392     0.019875      
60     8.8844       6.4644       0.75337       2.4936       6.401e+05    10.241           1.195e+05   1.9124      5.722e+04   0.91544     0.019875      
61     9.0771       5.7775       0.72546       2.95         7.460e+05    11.936           1.397e+05   2.2359      5.696e+04   0.91138     0.019875      
62     9.4072       5.5531       0.86159       2.8958       7.442e+05    11.908           1.397e+05   2.2345      5.723e+04   0.91574     0.019875      
63     9.0607       6.0708       0.78797       2.6771       7.324e+05    11.718           1.350e+05   2.1598      5.758e+04   0.9212      0.019875      
