Performance Recorder: RTAR_2D_Detailed_NoPerm_64MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
42     31.184        6.477         2.3323       0.074464     7.005e+04    1.678e+04    1.454e+03    0.041279      
43     31.476        6.1435        2.348        0.074564     6.079e+04    1.637e+04    1.459e+03    0.041279      
44     31.514        6.1001        2.2728       0.077108     5.995e+04    1.714e+04    1.392e+03    0.041279      
45     30.664        6.6671        2.6511       0.10121      6.196e+04    1.719e+04    2.241e+03    0.041279      
46     31.103        6.5168        2.3068       0.080144     6.677e+04    1.815e+04    1.444e+03    0.041279      
47     31.355        6.3557        2.2712       0.074614     6.341e+04    1.716e+04    1.467e+03    0.041279      
48     28.864        9.1838        2.5671       0.075656     8.138e+04    1.741e+04    1.432e+03    0.041279      
49     29.239        8.8477        2.3549       0.078381     7.336e+04    1.676e+04    1.481e+03    0.041279      
50     29.271        8.8302        2.3343       0.077399     6.745e+04    1.661e+04    1.481e+03    0.041279      
51     29.255        8.8665        2.3624       0.077359     6.155e+04    1.656e+04    1.465e+03    0.041279      
52     29.033        9.103         2.3509       0.080415     6.381e+04    1.703e+04    1.539e+03    0.041279      
53     29.042        9.0703        2.3308       0.076678     6.735e+04    1.837e+04    1.444e+03    0.041279      
54     28.782        9.0351        2.6774       0.098129     6.349e+04    1.738e+04    2.237e+03    0.041279      
55     29.356        8.7879        2.3604       0.082379     6.496e+04    1.774e+04    1.452e+03    0.041279      
56     29.674        8.3422        2.598        0.085245     8.232e+04    1.827e+04    1.425e+03    0.041279      
57     30.021        8.0522        2.3766       0.078601     7.069e+04    1.657e+04    1.517e+03    0.041279      
58     30.004        8.0621        2.3757       0.075035     6.807e+04    1.756e+04    1.435e+03    0.041279      
59     30.256        7.8795        2.3542       0.073401     6.192e+04    1.694e+04    1.436e+03    0.041279      
60     30.039        8.1124        2.3335       0.07796      6.087e+04    1.690e+04    1.534e+03    0.041279      
61     29.964        8.1863        2.2929       0.07775      6.200e+04    1.696e+04    1.467e+03    0.041279      
62     29.901        8.2466        2.296        0.074753     6.307e+04    1.759e+04    1.452e+03    0.041279      
63     29.862        7.9908        2.6943       0.097438     6.390e+04    1.706e+04    2.137e+03    0.041279      
